,title,price,avg_rating,taste,score,brand,description,spirit_style,state,taste_list
1182,Montgomerie's Glen Moray Single Malt Scotch Whisky,89.99,-1.0, Medium . Spice . Baked Fruit . Long ,-1,Montgomerie's," Speyside, Scotland - Select single cask collection aimed to capture the distinct flavors of the Speyside region of Scotland. Soft fruity nose, sweet and creamy on the palate with a smooth finish. Enjoy neat. ",Single Malt,Speyside,"[' medium', 'spice', 'baked fruit', 'long ']"
1183,Montgomerie's Glen Ord Single Malt Scotch Whisky,99.99,-1.0, Rich . Cedar . Vanilla . Long ,-1,Montgomerie's," Highlands, Scotland - Select single cask collection aimed to capture the distinct flavors of the Highland region of Scotland. A full nose of rich malt and a round flavors or caramel and malt with a long warming finish. Enjoy neat. ",Single Malt,Highland,"[' rich', 'cedar', 'vanilla', 'long ']"
1184,Montgomerie's Tobermory Single Malt Scotch Whisky,99.99,3.7, Delicate . Oak . Caramel . Balanced ,96,Montgomerie's," Highlands, Scotland- Select single cask collection aimed to capture the distinct flavors of the Scotland's lsle of Mull. Characterized by its peaty smokiness and oily texture with prominent notes of dried fruits and caramel with a vanilla finish. ",Single Malt,Highland,"[' delicate', 'oak', 'caramel', 'balanced ']"
1185,Mortlach 18 Yr,319.99,-1.0, Rich . Almond . Oak . Balanced ,-1,Mortlach," Speyside, Scotland - The nose begins nutty followed by notes of ginger and cinnamon paired with apples and a hint of lemon zest. Sweet syrup, toffee and caramel notes develop on the palate with oak and almond, and tropical fruit with a hint of tobacco. The finish is long yet balanced. ",Single Malt,Speyside,"[' rich', 'almond', 'oak', 'balanced ']"
1186,Mortlach 25 Yr,999.99,-1.0, Rich . Chocolate . Spice . Balanced ,-1,Mortlach," Speyside, Scotland - The nose begins with vanilla, pineapple, lemon zest, and a hint of tobacco followed by notes of crushed almonds and light oak. The palate consists of dark chocolate, baking spices, and dried fruit. The finish is sweet with cocoa and oak spice. Enjoy neat. ",Single Malt,Speyside,"[' rich', 'chocolate', 'spice', 'balanced ']"
1187,Mortlach Rare Old,139.99,1.0,None,-1,Mortlach," Speyside, Scotland - There's quite a bit of sweetness on thee nose with notes of hazelnut, cinnamon, and candied orange with vanilla. The palate is oily with dark chocolate, cherry, raisin, and oak leading through to a long and spicy finish. Sip neat or add a drop of water and enjoy. ",Single Malt,Speyside,['none']
1188,Muirhead 20 Yr,95.99,-1.0,None,-1,Muirhead," Speyside, Scotland - To the nose, very subtle, barely there unless you get your nose in there. What you do pick up is a pleasant and a bit fruity. The taste is light, floral and very subtle. The finish is more pronounced once it sits with you for a couple seconds. ",Single Malt,,['none']
1189,Muirhead Maturity,31.99,-1.0,None,-1,Muirhead," Speyside, Scotland - Delicate and sweet with floral notes and hints of fuit. Soft and oily texture with nutty chacaters that balance with oak tannins. Long and sweet finish. Enjoy neat or on the rocks. ",Single Malt,,['none']
1190,Muirhead Speyside 12 yr Scotch,38.99,-1.0,None,-1,Muirhead," Speyside, Scotland - Soft sweet and delicate with clean floral notes. Long and elegant with mellow tones. Nose of barley and twist of smoke. Palate of grand malt and dried fruits with a long well defined floral finish. Enjoy neat. ",Single Malt,,['none']
1191,Muirhead Speyside 16 yr Scotch,54.99,4.0,None,-1,Muirhead," Speyside, Scotland - One of Speyside's most distinguished Single Malts, personally selected after sampling of aged casks by the master distiller. A rich and full nose of dried fruit, chocolate and herbs. Sweet and well rounded with hints of smoke and peat. Enjoy neat or on the rocks. ",Single Malt,Speyside,['none']
1192,Muirhead's 1992 Speyside Single Malt Scotch,109.99,-1.0,None,-1,Muirhead," Speyside, Scotland - Rich, full aromas of dried fruit, chocolate and herbs with sweet, well-rounded flavors of toffee and barley sugar accompanied by hints of smoke and pear. Enjoy the long finish neat or on the rocks. ",Single Malt,,['none']
1193,Murray McDavid Bunnahabhain 13 Year,79.99,-1.0,None,-1,Murray McDavid," Scotland- A Fall-like aroma, with scents of warm apples and pears that are smothered in honey. Complex but well balanced palate full of mango, ginger, oats and a slight tang of orange that all lead to a sweet and rich finish. ",Single Malt,Islay & Islands,['none']
1194,Nikka Coffey Grain Whisky,52.99,4.4,None,-1,Nikka," Japan- An essential component of the house blends, Nikka Coffey Grain is an original single grain whisky, distilled mainly from corn in a Coffey still. Exotic, fruity and unique, it is meant for the connoisseur in search of an unconventional whisky. Enjoy! ",Single Malt,,['none']
1195,Nikka Coffey Malt Whisky,59.99,4.0, Medium . Peat . Smoke . Balanced ,-1,Nikka," Japan- This spirit is the result of a unique distillation process in ""Coffey"" type column stills, which are normally used for grain whisky production. This rare 100% malt bottling offers a surprisingly rich texture. ",Single Malt,,"[' medium', 'peat', 'smoke', 'balanced ']"
1196,Nikka Miyagikyo 12 Yr Single Malt,249.99,-1.0, Delicate . Wood . Grass . Peat . Balanced ,-1,Nikka," Japan- Softly smoky and utterly irresistible, this whisky shows incredible balance and complexity. On the palate the richness is evident and the sweetness is perfectly balanced by the most subtle whiffs of peat, grass, earth and exotic wood. ",Single Malt,,"[' delicate', 'wood', 'grass', 'peat', 'balanced ']"
1197,Nikka Miyagikyo Single Malt,79.99,5.0, Medium . Grain . Smoke . Balanced ,-1,Nikka," Japan- Using less peaty malt and distilled in a pot still heated by indirect steam, Miyagikyo single malt has an elegant fruitiness and a distinctive aroma with a strong Sherry cask influence. ",Single Malt,,"[' medium', 'grain', 'smoke', 'balanced ']"
1198,Nikka Taketsuru 12 Year Pure Malt,64.99,5.0,None,93,Taketsuru," Japan- A perfect balance of fruit, oak and smoke on the nose. This bright golden malt whisky gives fresh apple and subtle hints of vanilla flavors on the palate. A outstandingly smooth and balanced finish that is incredible on its own. ",Single Malt,,['none']
1199,Nikka Taketsuru 17 Year Pure Malt,199.99,-1.0,None,-1,Nikka," Japan- Fresh and fruity aromas of fruit salad, berries, vanilla spice, wood and honey. A mellow, well-founded nose and palate that are sure to please with a medium-length finish and a bittersweet character. Enjoy neat. ",Single Malt,,['none']
1200,Nikka Taketsuru 21 Year Pure Malt,239.99,5.0, Rich . Fruit . Oak . Complex ,-1,Nikka, Japan- A pure malt whisky that is characterized by the deep and flavorful richness with excellent balance that is unique to its age. A blend of rich ripe fruit and aged cask on the nose with complex changes in character as the finish approaches. Enjoy on the rocks. ,Single Malt,,"[' rich', 'fruit', 'oak', 'complex ']"
1201,Nikka Taketsuru Pure Malt,52.99,5.0,None,-1,Nikka," Japan - This pure malt whisky is characterized by a deep and flavorful richness and excellent balance. You're sure to enjoy the nose, which blends the richness of ripe fruit and the complex changes in character that appear as the finish approaches. Enjoy. ",Single Malt,,['none']
1202,Nikka Whiskey From the Barrel,48.99,5.0,None,-1,Nikka," Japan- Nikka From the Barrel is a blend of mulitple types of malt and grain that Nikka reserves. Created to deliver full flavors and richness of whisky ""from barrels"" which only blenders can sniff and taste. The liquid marriage is rested in used casks for 3-6 months. ",,,['none']
1203,Nikka Yoichi Single Malt,79.99,5.0,None,-1,Nikka, Japan- Has pleasant peaty notes and smokiness originating from the traditional direct coal-fired distillation as well as a briny hint delivered by the sea breeze during the aging process. ,Single Malt,,['none']
1204,Nikka Yoichi Single Malt 15 Yr,379.99,-1.0, Delicate . Fruit . Peat . Long ,94,Yoichi," Japan- The Yoichi Single Malt displays a combination of strong, soft and delicate flavors. It is characterized by it mature and ample aromas and smooth, silky flavors, This complex character is due to the distillery being located just a km away from the sea. ",Single Malt,,"[' delicate', 'fruit', 'peat', 'long ']"
1205,Oban 14 Yr,68.99,4.8, Rich . Citrus . Peat . Smoke . Long ,-1,Oban," Highlands, Scotland- This western Highland malt is said to have been originally founded in 1794. Oban is a true classic with an amber color, an assertive, round nose, and a rich, slightly viscous body. On the palate, it is dry with malty and fruity undertones. ",Single Malt,Highland,"[' rich', 'citrus', 'peat', 'smoke', 'long ']"
1206,Oban 18 Yr,97.99,4.4, Rich . Toffee . Smoke . Peat . Long ,91,Oban," Whisky Advocate-Highlands, Scotland- ""A beautiful combination of rich, nutty toffee balanced by polished oak, salt, pepper, seaweed, distant smoke and dried fruit. Somewhat oily in texture. Wonderful depth, too! Very exciting and dynamic."" ",Single Malt,,"[' rich', 'toffee', 'smoke', 'peat', 'long ']"
1207,Oban Distillers Edition,109.99,4.5, Rich . Fruit . Smoke . Oak . Balanced ,-1,Oban," Highlands, Scotland- Fruity and pungent nose, mixed with sea breeze aromas and notes of crushed grapes, orange zest and hints of smoke; complex. Soft malt on the palate, followed by wave upon wave of delicate yet rich fruit notes. Finishes with hints of sweetened coffee and oak. ",Single Malt,Highland,"[' rich', 'fruit', 'smoke', 'oak', 'balanced ']"
1208,Oban Little Bay,48.99,5.0,None,-1,Oban," Highlands, Scotland - A deep aroma or sea salt, oak, coffee, and citrus. The palate is dominated by notes of baking spices, brown sugar, Christmas cake, and oak. The finish is balanced and elegant with slight notes of smoke and fruit. Sip neat. ",Single Malt,,['none']
1209,Octave Benriach Peated Scotch,89.99,-1.0,None,-1,Duncan Taylor,,Single Malt,Speyside,['none']
1210,Octave Glen Moray 8 Yr,79.99,-1.0,None,-1,Octave,,Blended Scotch,Speyside,['none']
1211,Octave Mortlach 1995 19YO,189.99,-1.0, Medium . Sherry . Oak . Chocolate . Complex ,-1,Octave," Speyside, Scotland - For a long time, Mortlach was a secret only know by Blenders, and saught out by the most knowledgable Scotch fans. The heavy, meaty, complex distillery character and 2.81 distillation was the key ingredient in Johnnie Walker. ",Single Malt,Speyside,"[' medium', 'sherry', 'oak', 'chocolate', 'complex ']"
1212,Octave Strathmill 1992 21YO C997773,159.99,-1.0, Medium . Spice . Spice . Oak . Balanced ,-1,Octave," Speyside, Scotland - Another Keith Distillery rarely bottled as a Single Malt, the distillery was licensed in 1891 in the buildings of an old corn mill. Strathmill is mostly destined for blend, yet shows remarkable complexity when given time and matured in quality Oak Casks. ",Single Malt,Speyside,"[' medium', 'spice', 'spice', 'oak', 'balanced ']"
1213,Officer's Choice Blue Whisky,17.99,1.0,None,-1,Officer's Choice, India- Premium varient of Officer's Choice made from a fine blend of scotch malts and select Indian grain spirits. Elegantly designed and centered around the value of righteousness. ,Blended Scotch,,['none']
1214,Officer's Choice Rare Whisky,17.99,-1.0,None,-1,Officer's Choice,,Blended Scotch,,['none']
1215,Ohishi Brandy Cask Whisky Single Barrel Select,69.99,-1.0, Medium . Spice . Apple . Oak . Mild ,-1,Ohishi, Japan- This is a single cask whisky from Japan matured in ex-brandy casks. Silky and smooth on the palate with soft floral notes accented by very light oak spice and rich candied apple flavors. It is elegant and complex. Each cask is limited to just a few hundred bottles. ,Single Malt,,"[' medium', 'spice', 'apple', 'oak', 'mild ']"
1216,Ohishi Sherry Cask Whisky Single Barrel Select,69.99,-1.0, Rich . Spice . Raisin . Sweet . Long ,-1,Ohishi," Japan- This Single Sherry Cask Whisky is a unique spirit from Japan. Deep, rich sherry and dates cover the palate. The whisky is complex in its structure and balanced, but still elegant and smooth. The finish has a touch of oak spice and raisins. ",Single Malt,,"[' rich', 'spice', 'raisin', 'sweet', 'long ']"
1217,Ohishi Whisky Brandy Cask,69.99,-1.0,None,-1,Ohishi, Japan- Imported by the Georgia Royal Collection Inc. Distilled and bottled at Ohishi Distillery in Japan using malted and unmalted rice. Aged in a brandy cask. Sweet and floral aromas with flavors of black licorice and spiced gumdrops. ,Single Malt,,['none']
1218,Ohishi Whisky Sherry Cask,69.99,-1.0,None,-1,Ohishi," Japan- Imported by the Georgia Royal Collection Inc. Distilled and bottled at Ohishi Distillery in Japan using malted and unmalted rice. Aged in a sherry cask. Rich, soft, and balanced. ",Single Malt,,['none']
1219,Old Ballantruan 10 Yr Speyside Glenlivet Single Malt Scotch Whisky,59.99,4.0, Rich . Peat . Vanilla . Smoke . Balanced ,90,Old Ballantruan," Speyside, Scotland - A gentle, spicy with smokey ""peat-reek"" on the nose. Gentle peaty smokiness with a sweet, creamy, malty backbone on the palate. The sweet finish is gradually replaced with smokey depth. Silver Medal SF Spirits Competition ",Single Malt,Speyside,"[' rich', 'peat', 'vanilla', 'smoke', 'balanced ']"
1220,Old Bridge 12YO Scotch Whisky,39.99,-1.0, Rich . Vanilla . Peat . Balanced ,-1,Old Bridge, Scotland-The Old Bridge in Strathspey was built by General Wade in 1746 as part of a military offensive against Bonnie Prince Charlie. This blend uses whiskies matured for at least 12 years giving it a nose full of Speyside aromas and flavor with depth and roundness. Best sipped neat. ,Blended Scotch,,"[' rich', 'vanilla', 'peat', 'balanced ']"
1221,Old Bridge Scotch Whisky,12.99,3.0, Delicate . Vanilla . Floral . Balanced ,-1,Old Bridge, Scotland- The Old Bridge in Strathspey was built by General Wade in 1746 as part of a military offensive against Bonnie Prince Charlie. A real Highland note in the nose leads to flavors of mature malts which fade to a pleasantly mellow end palate. Best when sipped neat. ,Blended Scotch,,"[' delicate', 'vanilla', 'floral', 'balanced ']"
1222,Old Bridge Special Reserve Blended Scotch Whisky,19.99,-1.0, Rich . Vanilla . Smoke . Balanced ,-1,Old Bridge," Scotland - A golden, rounded malt with a subtle hint of peat on the nose that has a lingering yet smooth finish. Enjoy straight, on the rocks, or add a drop or two of spring water. Old Bridge Special Reserve is the scotch to relax with. ",Blended Scotch,,"[' rich', 'vanilla', 'smoke', 'balanced ']"
1223,Old Crofter Blended Scotch Whisky,14.99,4.3, Rich . Honey . Vanilla . Balanced ,-1,Old Crofter," Scotland- Smooth and semi-sweet, this smoky malt is balanced by sweeter vanilla and hints of spice. Predominant malt flavors are lightened by grain whiskies and a touch of distinctive smoke and spice. Full, refined and appetizing, with a memorable and distinctive burst of spicy warmth. ",Blended Scotch,,"[' rich', 'honey', 'vanilla', 'balanced ']"
1224,Old Malt Cask 168 Caol Ila 16 Yr,169.99,-1.0,None,-1,Old Malt Cask," Islay, Scotland- Aged 16 years, this Islay malt is salty and fresh with creamy yet phenolic notes. Powerful peat before a smooth creaminess. Finish is peaty, pepppery and piquant. ",Single Malt,Islay & Islands,['none']
1225,Old Malt Cask Blair Athol 19 Yr,119.99,-1.0, Rich . Sherry . Baked Fruit . Citrus . Long ,-1,Old Malt Cask," Highlands - The nose is sweet vanilla with butterscotch, sultanas, raisins and apples. The palate is creamy with dark chocolate, rich fruits and cashews. The Finish is long, lingering and slightly sweet, with a hint of soft oak. Only 627 bottles were obtained from this cask. ",Single Malt,Highland,"[' rich', 'sherry', 'baked fruit', 'citrus', 'long ']"
1226,Old Parr 12 Year,21.99,4.8, Intense . Malt . Grain . Long ,-1,Old Parr," Scotland- On the nose, the whiskey is malty, very scented, cake-like. Big on the palate; notably firm-bodied and malty, with notes of grain and toasted sesame seeds and a touch of honey. The finish is soothing and long, developing slight lemon grass and peatiness. ",Blended Scotch,,"[' intense', 'malt', 'grain', 'long ']"
1227,Old Parr Tribute,44.99,-1.0,None,-1,Old Parr," Speyside, Scotland - Copper hued, delicate malt-driven with dried fruit and spice in the nose. Bold flavors of fruit, nut, spice, and clove with a touch of briny on the palate. The finish is balanced and smooth. Sip neat or on the rocks. Enjoy! ",Blended Scotch,,['none']
1228,Old Pulteney 12 Year,47.99,3.8, Delicate . Sherry . Salt . Mild ,90,Old Pulteney," Highlands, Scotland- Matured wholly in air-dried, hand-selected ex-bourbon casks. Dry, medium bodied and smooth with a clean finish: faintly salty with a slight sherry note and sea air. ",Single Malt,Highland,"[' delicate', 'sherry', 'salt', 'mild ']"
1229,Old Pulteney 17 Year,109.99,5.0,None,93,Old Pulteney," Highlands, Scotland- Features ex-bourbon maturation, with the addition of spirit that has been wholly matured in Spanish wood ex-sherry (mostly Pedro Ximenez and Oloroso) casks. This adds a subtle depth and complexity to the whisky, making for an outstanding after-dinner drink. ",Single Malt,Highland,['none']
1230,Old Pulteney 1988,299.99,-1.0, Rich . Apple . Floral . Peat . Balanced ,-1,Old Pulteney," Scotland- Oriental spices & tangy green apples wrapped in warm wood smoke. Honey and vanilla cut through with a lemony top note and a faint floral accent. Dark and peaty with a heavy, spicy underpinning. Peat smoke flickers and changes, revealing a very mature, spicy and tannic side. ",Single Malt,Islay & Islands,"[' rich', 'apple', 'floral', 'peat', 'balanced ']"
1231,Old Pulteney 1997,169.99,-1.0,None,-1,Old Pulteney," Scotland- Golden amber with straw highlights. Full bodied with traces of fruits (apples and pears); slightly fragrant with spicy overtones. Creamy, toffee, vanilla, baked red apple with a hint of smokiness and a dry finish. ",Single Malt,Islay & Islands,['none']
1232,Old Pulteney 21 Year,179.99,5.0,None,93,Old Pulteney," Highlands, Scotland- Full-bodied nose with traces of apples and pears; slightly fragrant with spicy overtones. Sweet to start with a light fruitiness, with hints of honey and vanilla followed by a dry finish. Named Whisky of the year, 2012 Whisky Bible. ",Single Malt,Highland,['none']
1233,Old Pulteney 30 Year,499.99,-1.0, Intense . Honey . Spice . Long ,-1,Old Pulteney," Highlands, Scotland- Bright copper in color, with a bold fruity nose of berries, citrus and lemons. Body is tart with honey sweetness to balance. Finishes warm and long with a slight spice. ",Single Malt,,"[' intense', 'honey', 'spice', 'long ']"
1234,Old Pulteney 35 Year,899.99,-1.0, Rich . Sweet . Spice . Honey . Balanced ,-1,Old Pulteney," Scotland- Full bodied and bursting with attitude. This exceptional dram is sweet, spicy and quickly develops a range of signature Old Pulteney flavors from honey, rum-soaked raisins and California oranges to the heavier notes of leather, praline and salt. ",Single Malt,Highland,"[' rich', 'sweet', 'spice', 'honey', 'balanced ']"
1235,Old Pulteney 40 Year,2599.99,-1.0, Rich . Orange . Toffee . Sherry . Long ,91,Old Pulteney," Highlands, Scotland- Rich aromas of pears, clove, butterscotch & oak; flavors of sweet orange, sea spray, toffee and spice followed by a long finish loaded with sweet sherry spice. The oldest official bottling ever released from Old Pulteney. Limited Release. ",Single Malt,,"[' rich', 'orange', 'toffee', 'sherry', 'long ']"
1236,Old Pulteney Clipper Commemorative,44.99,-1.0,None,-1,Old Pulteney," Highland, Scotland- This limited edition Old Pulteney Clipper Commemorative bottle includes an exclusive liquid matured in both ex-bourbon and ex-sherry casks for rich and complex flavors. ",Single Malt,Highland,['none']
1237,Old Pulteney Navigator,46.99,2.0,None,-1,Old Pulteney," Highlands, Scotland- In honor of Old Pulteney's rich maritime heritage and the skillful individuals that pilot vessels safely across the world's seas every day. A full flavored scotch with bursts of honey, cocoa and oranges. Enjoy the long-lasting, spicy finish. ",Single Malt,,['none']
1238,Paul John Kanya,259.99,-1.0, Rich . Spice . Citrus . Sweet . Long ,-1,Paul John," India- Kanya is an unpeated expression that has been aged in first-fill American white oak casks and bottled at 50% ABV. Only 1,500 bottles were produced. In Jim Murray's Whisky Bible 2018, this expression was awarded the title of Best Asian Whisky 2018! ",,,"[' rich', 'spice', 'citrus', 'sweet', 'long ']"
1239,Paul John Single Malt Bold,67.99,-1.0,None,-1,Paul John," India- A fully peated single malt. Peat is brought over from Islay and used to dry the 6-row Indian barley. Fragrant with toasted barley, dried grass, kipper smoke, citrus peels, and brown sugar. On the palate, notes of honeyed oak and fruity coffee mingle with peat. Spicy finish. ",Single Malt,,['none']
1240,Paul John Single Malt Brilliance,52.99,3.5,None,-1,Paul John," India- The demerara sugars give off sweet fragrances with aromas of cinnamon, a dash of honey, and faint spices. The palate is sweet and spices and all things nice. They honey-like smoothness is offset by the crunch bar crispness. ",Single Malt,,['none']
1241,Paul John Single Malt Edited,59.99,-1.0,None,-1,Paul John," India- Honey and cocoa aromas are laced with a hint of smokiness and notes of espresso. A deeper whiff reveals fruity fragrances. Grassy flavors of barley show up first, but gently make way for subtle peat notes. Finishes with a rush of mint and mocha. ",Single Malt,,['none']
1242,Paul John Single Malt Peated Bold Whisky,69.99,-1.0,None,-1,Paul John," Inida- Following their edited release, Bold is a fully peated single malt from Paul Distilleries. Peat is brought over to Goa from Islay for bold, where it is used to dry their six row Indian barley. Flavors of honeyed oak, coffee, spicy porridge, dry toast, peppered oak and peat. ",Single Malt,,['none']
1243,Paul John Sngl Malt Classic Slct Cask,89.99,-1.0,None,-1,Paul John," India- A big, meaty nose of stewed apples and pears, freshly baked sponge cake, golden barley, and a pinch of salt. Lots of honey on the palate, joined by deft spicy notes of cinnamon and cracked pepper. Glimmers of fruit and dark chocolate. Juicy fruit and oak on the finish. ",Single Malt,,['none']
1244,Paul John Sngl Malt Peated Slct Cask,99.99,-1.0,None,-1,Paul John," India- Aromas of walnut, barley sugar sweets, and classic earthy peat notes. A touch of salt. More barbecue smoke, sugar, and slightly damp earthy notes on the palate with hints of tropical fruit and spice. Bitter orange peels on the finish. A good balance of sweet and peat. ",Single Malt,,['none']
1245,Penderyn Madeira Single Malt Whisky,53.99,4.7, Medium . Vanilla . Herbal . Balanced ,-1,Penderyn," England- This Gold Medal award winning single malt is crafted in the only distillery in Wales. The unique whisky is matured in bourbon barrels and finished in Madeira casks resulting in cream toffee, rich fruit and raisin aromas balanced by the sweet dryness of vanilla on the finish. ",Single Malt,,"[' medium', 'vanilla', 'herbal', 'balanced ']"
1246,Pigs Nose,32.49,4.0,None,-1,Pigs Nose," Scotland- Specially selected Speyside, Islay and Lowland malts married with gentle grain whiskies aged for 5 years to produce a blend which is truly ""as soft as a Pig's Nose"". ",Blended Scotch,,['none']
1247,Pinch Scotch,37.99,4.2,None,-1,Pinch, Scotland- Pinch is known as The Dimple everywhere except in the USA. It is fourth most popular blended deluxe scotch worldwide with a high percentage of malt whiskies including Glenkinchie and Linkwood. ,Blended Scotch,,['none']
1248,Pipers 100,12.99,-1.0,None,-1,100 Pipers," Scotland- A blended Scotch made of between 25 and 30 different whiskies. A smoky body that is smooth and lightly sweet, with a long, nutty finish. Perfect as a mixer in cocktails. ",Blended Scotch,,['none']
1249,Pipers Clan Blended Scotch Whisky,11.99,3.7, Light . Baked Fruit . Clove . Mild ,-1,Pipers Clan," Scotland - The finest blended Scotch Whisky has been produced by careful selection of whiskies from over 25 of the finest malt distilleries in Scotland. Each malt whisky contributes its unique flavors and aromas, resulting in excellent quality and fullness of body and smoothness. ",Blended Scotch,,"[' light', 'baked fruit', 'clove', 'mild ']"
1250,Port Askaig 110 Proof,74.99,-1.0,None,-1,Port Askaig," Scotland- Port Askaig 110 proof is a harmonious marriage of carefully selected casks, creating the perfect balance of sweet fruit and dark smoke, typical of the finest Islay whiskies. To keep its purity, our whisky is non chill-filtered and no coloring is added. ",Single Malt,Islay & Islands,['none']
1251,Port Askaig 8 Yr,65.99,-1.0,None,-1,Port Askaig," Scotland- Port Askaig 8 year old Single Malt Scotch Whisky is surprisingly sweet with caramel paste, honey glazed barbecued bacon slices, lemongrass and charcoal. The finish is a bit spicier. The perfect companion for a BBQ evening with some friends! ",Single Malt,Islay & Islands,['none']
1252,Port Charlotte 10 Yr Peated Scotch,69.99,-1.0,None,-1,Remy Cointreau,,Single Malt,Speyside,['none']
1253,Port Charlotte Heavily Peated Islay Single Malt Scotch Whiskey 2011,79.99,-1.0,None,-1,Remy Cointreau,,Single Malt,Islay & Islands,['none']
1254,Port Dundas 12 Yr,39.99,5.0, Light . Vanilla . Oat . Nut . Balanced ,-1,Port Dundas," Scotland - The 12 year old grain Scotch Whisky, aged in American Oak casks, is different from traditional Scotch whiskies. Fruity ripe banana and crisp apples lead the spicy-sweet nose. Vanilla-rich flavors of cereal bar and chocolate dominates the palate. The finish is warming. ",,Lowland,"[' light', 'vanilla', 'oat', 'nut', 'balanced ']"
1255,Port Dundas 18 Yr,94.99,-1.0, Light . Toffee . Vanilla . Balanced ,-1,Port Dundas," Scotland - This 18 Year Old, long aged in American Oak casks, is complex yet easy going, with rich and indulgent flavor. Buttery toffee and crisp fruit lead the spicy-sweet nose. Nutty butterscotch and vanilla that balanced by white pepper on the delicious palate. The finish is long. ",Blended Scotch,,"[' light', 'toffee', 'vanilla', 'balanced ']"
1256,Port Dundas 52 Yr,979.99,-1.0, Rich . Coconut . Tropical . Long ,-1,Port Dundas," Scotland- Dried coconut, granola, vanilla and coffee aromas on the nose. Hints of nougat and bourbon on the palate, with a touch of tropical fruit. Long finish with coconut and a touch of grapefruit. ",Single Malt,,"[' rich', 'coconut', 'tropical', 'long ']"
1257,Port Ellen 34 Yr,1999.99,-1.0, Intense . Peat . Herbal . Smoke . Long ,-1,Port Ellen," Islay, Scotland- Part of Diageo's annual Special Releases, this scotch exudes aromas and flavors of olives, mossy peat and a touch of thyme and tarragon followed by interesting notes of ice cream and rich wood smoke. Smoky fruity finish. Sip neat. Enjoy! ",Single Malt,,"[' intense', 'peat', 'herbal', 'smoke', 'long ']"
1258,Port Ellen 35 Yr,4099.99,-1.0,None,-1,Port Ellen," Islay, Scotland - To the nose, there is still a green edge, with mossy peat alongside cream, On the palate, nutty and full with rich peat and wood smoke. The finish is dry, smoky, some allspice and cocoa. Magnificent. ",Single Malt,,['none']
1259,Port Ellen 37 Yr,4299.99,-1.0, Intense . Spice . Peat . Fruit . Complex ,-1,Port Ellen," Scotland- This is a big, spicy dram, balancing smoke and hot spice against the traditional leather, citrus, and seaside character. The 16th release of whisky from cult closed distillery Port Ellen. ",Single Malt,,"[' intense', 'spice', 'peat', 'fruit', 'complex ']"
1260,Port Ellen Crystal Decanter,5999.99,-1.0, Intense . Peat . Spice . Long ,-1,Port Ellen," Islay, Scotland - Port Ellen matured in sherry cask can be spicy and sweet, while bourbon cask can be peppery. Both casks show high level of peatiness, an incredible complexity which Islay fans adore. Sip neat or add a drop or two of water to open up the flavor and aroma. Enjoy! ",Single Malt,,"[' intense', 'peat', 'spice', 'long ']"
1261,Prometheus 26 Yr,899.99,-1.0, Intense . Peat . Vanilla . Chocolate . Long ,-1,Prometheus," Speyside, Scotland - Peated barley from the highlands of Scotland and then skillfully mastered by the decades of experience from the Titan of Speyside? If this really is what we think it is then this would clearly be the bargain of the decade! Prometheus. A great Whisky. A must have. ",Single Malt,Speyside,"[' intense', 'peat', 'vanilla', 'chocolate', 'long ']"
1262,Rampur Indian Single Malt Whisky,72.99,5.0,None,-1,Rampur, India- Made from specially selected barley grown at the foot of the Himalayas. Carefully distilled in small batches and aged in American white oak bourbon barrels. Non-chill filtered to preserve full aromas. ,Single Malt,,['none']
1263,Reisetbauer Single Malt 12Yr,124.99,-1.0,None,-1,Reisetbauer," Austria- This single malt whisky is convincing on the palate with wonderful notes of chocolate and cocoa and a very dense, fruity aroma of malt. Its maturation in Trockenbeerenauslese casks gives it a dry and sweet character with a slightly smoky note. ",Single Malt,,['none']
1264,Ron Burgundy Scotch,27.99,-1.0,None,-1,Ron Burgundy," Scotland- ""Named in honor of me, award winning anchorman, poet, and Scotch aficionado, Ron Burgundy. This exceptional blended Scotch whisky contains grain and mature malt Scotch whiskies from Speyside, Highlands and Islay. The result is a complex rich fruit flavor and long finish."" ",Blended Scotch,,['none']
1265,Rosebank 21 Yr,579.99,-1.0, Rich . Fruit . Floral . Balanced ,-1,Rosebank," Lowlands, Scotland - On the nose, there are floral notes, lychee, grapefruit, and some faint gentle spice and malt. On the palate, grapefruit Turkish delight with all the powder, light sponge cake, marshmallow and floral notes. The finish is drying. ",Single Malt,,"[' rich', 'fruit', 'floral', 'balanced ']"
1266,Royal Challenge Whisky,17.99,-1.0,None,-1,Royal Challenge, India- Full-bodied blend of imported scotch and select Indian malts. Carefully matured in imported white oak casks to attain the unique blend which makes Royal Challenge a connoisseur's delight. Synonymous with the finest Indian Whisky. ,Single Malt,,['none']
1267,Scallywag,64.99,-1.0,None,-1,Scallywag," Scotland - To the nose, sweetness jumps up like an excited puppy. Icing sugar, sultanas and candied ginger. On the palate, the sweetness surprisingly retreats, revealing nutmeg and cereal. A pinch of oak spice joins the vanilla and sherry for the finish. ",Blended Scotch,,['none']
1268,Scapa Glansa,79.99,-1.0,None,-1,Scapa," Islay & Islands, Scotland- Fruity sweet aromas of soft peach, pineapple, and vanilla intermingled with bonfire smoke. Peach and ripe flavors on the palate with creamy caramel toffee and vanilla. Very long finish with marked smokiness. ",Single Malt,Islay & Islands,['none']
